项目名称,id,确权区域ID,初始日期,项目进展情况,填海情况,填海超面积情况,海域使用上报情况,动态监测情况,违法情况,用海调整情况,调整上报情况,调整上报审批情况,确权发证情况,受益方上报情况,受益方上报审批情况,relevance
项目名称1007,1007,730,2014-06-01,竣工,未填海,正常,上报报警,未监测,合法,有调整,已上报,已通过,已发证,已上报,未通过,0.8667466640472412
项目名称2061,2061,1507,2016-05-01,竣工,填海,正常,上报报警,已监测,合法,无调整,未上报,已通过,已发证,已上报,未通过,0.8667465448379517
项目名称278,278,197,2013-05-01,竣工,填海,正常,上报报警,已监测,合法,无调整,未上报,已通过,已发证,已上报,未通过,0.8667465448379517
项目名称795,795,570,2014-05-01,开工,填海,正常,上报报警,已监测,合法,有调整,未上报,已通过,已发证,已上报,未通过,0.8667465448379517
项目名称1054,1054,762,2015-06-01,竣工,填海,超面积,上报报警,未监测,合法,有调整,未上报,已通过,已发证,已上报,未通过,0.8667465448379517
项目名称800,800,574,2015-02-01,竣工,填海,正常,上报报警,未监测,合法,无调整,已上报,未通过,已发证,未上报,已通过,0.8667465448379517
项目名称2082,2082,1522,2015-05-01,竣工,填海,正常,上报报警,已监测,合法,无调整,未上报,已通过,已发证,已上报,未通过,0.8667465448379517
项目名称556,556,402,2015-03-01,开工,填海,正常,上报报警,未监测,违法,无调整,已上报,未通过,已发证,未上报,已通过,0.8667465448379517
项目名称2101,2101,1535,2014-04-01,竣工,未填海,超面积,上报报警,未监测,合法,无调整,未上报,已通过,已发证,已上报,未通过,0.8667465448379517
项目名称2366,2366,1730,2013-06-01,竣工,填海,超面积,上报报警,未监测,合法,无调整,已上报,已通过,已发证,未上报,未通过,0.8667465448379517
项目名称2412,2412,1763,2013-03-01,竣工,填海,超面积,上报报警,已监测,合法,无调整,未上报,已通过,已发证,已上报,未通过,0.8667465448379517
项目名称1133,1133,814,2011-06-01,开工,填海,超面积,上报报警,已监测,违法,无调整,已上报,未通过,已发证,未上报,已通过,0.8667465448379517
项目名称1406,1406,1005,2016-04-01,竣工,未填海,超面积,上报报警,已监测,违法,无调整,未上报,已通过,已发证,已上报,未通过,0.8667465448379517
项目名称2174,2174,1590,2015-05-01,竣工,填海,正常,上报报警,已监测,违法,有调整,未上报,已通过,已发证,已上报,未通过,0.8667465448379517
项目名称391,391,282,2014-05-01,开工,填海,超面积,上报报警,已监测,合法,无调整,未上报,已通过,已发证,已上报,未通过,0.8667465448379517
项目名称1931,1931,1413,2013-06-01,竣工,填海,正常,上报报警,已监测,合法,无调整,未上报,未通过,已发证,已上报,已通过,0.8667465448379517
项目名称411,411,296,2015-04-01,竣工,填海,正常,上报报警,已监测,合法,无调整,未上报,已通过,已发证,已上报,未通过,0.8667465448379517
项目名称926,926,668,2015-05-01,开工,未填海,正常,上报报警,未监测,合法,无调整,未上报,未通过,已发证,已上报,已通过,0.8667465448379517
项目名称178,178,122,2011-04-01,竣工,填海,正常,上报报警,已监测,违法,无调整,已上报,未通过,已发证,未上报,已通过,0.8667465448379517
项目名称2229,2229,1626,2011-05-01,竣工,填海,正常,上报报警,未监测,合法,无调整,已上报,已通过,已发证,未上报,未通过,0.8667465448379517
项目名称718,718,513,2014-06-01,竣工,未填海,超面积,上报报警,已监测,违法,无调整,未上报,已通过,已发证,已上报,未通过,0.8667465448379517
项目名称1489,1489,1064,2014-06-01,开工,填海,正常,上报报警,已监测,合法,有调整,已上报,已通过,已发证,未上报,未通过,0.8667465448379517
项目名称1747,1747,1259,2014-04-01,竣工,未填海,正常,上报报警,已监测,合法,无调整,未上报,已通过,已发证,已上报,未通过,0.8667465448379517
项目名称1244,1244,891,2010-06-01,开工,填海,超面积,上报报警,未监测,合法,无调整,已上报,已通过,已发证,未上报,未通过,0.8667465448379517
项目名称465,465,333,2011-05-01,开工,填海,正常,上报报警,已监测,合法,无调整,未上报,已通过,已发证,未上报,未通过,0.8667464256286621
项目名称1760,1760,1270,2010-06-01,竣工,填海,正常,上报报警,已监测,违法,无调整,未上报,未通过,已发证,未上报,已通过,0.8667464256286621
项目名称768,768,549,2015-02-01,开工,填海,正常,上报报警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1,1,0,2013-06-01,验收,填海,正常,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1793,1793,1299,2016-06-01,竣工,填海,正常,上报报警,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称262,262,185,2012-05-01,竣工,填海,超面积,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1545,1545,1108,2013-06-01,竣工,填海,超面积,上报报警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称10,10,6,2014-06-01,竣工,填海,正常,上报报警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1806,1806,1309,2014-05-01,竣工,填海,超面积,上报报警,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称271,271,191,2013-06-01,竣工,未填海,正常,上报报警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称16,16,11,2015-04-01,竣工,未填海,正常,上报报警,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1297,1297,929,2015-06-01,验收,填海,超面积,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称275,275,194,2013-06-01,开工,填海,超面积,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1812,1812,1314,2015-06-01,验收,未填海,正常,上报报警,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称2072,2072,1516,2012-05-01,竣工,未填海,超面积,上报报警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1827,1827,1327,2014-06-01,开工,填海,正常,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称2087,2087,1525,2011-04-01,开工,填海,超面积,上报报警,未监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称554,554,400,2012-05-01,开工,未填海,正常,上报报警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1834,1834,1331,2013-06-01,验收,填海,正常,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称2346,2346,1712,2016-06-01,验收,未填海,超面积,上报报警,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1579,1579,1133,2012-06-01,竣工,未填海,正常,上报报警,已监测,违法,有调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称818,818,588,2011-04-01,开工,未填海,正常,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称565,565,409,2010-04-01,开工,填海,正常,上报报警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1591,1591,1141,2011-03-01,竣工,填海,正常,上报报警,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1084,1084,779,2016-06-01,竣工,填海,正常,上报报警,未监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1596,1596,1144,2011-04-01,竣工,填海,正常,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1598,1598,1146,2015-05-01,竣工,填海,正常,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1854,1854,1345,2015-05-01,竣工,填海,正常,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1602,1602,1147,2015-06-01,竣工,填海,超面积,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1350,1350,967,2012-03-01,竣工,填海,正常,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称2378,2378,1736,2014-04-01,开工,填海,正常,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1611,1611,1151,2015-06-01,竣工,未填海,正常,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1100,1100,791,2012-06-01,竣工,未填海,正常,上报报警,未监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1102,1102,793,2013-06-01,竣工,填海,超面积,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称2382,2382,1741,2016-02-01,竣工,未填海,正常,上报报警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称83,83,62,2013-06-01,竣工,填海,超面积,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称84,84,62,2014-03-01,竣工,未填海,超面积,上报报警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1364,1364,977,2010-05-01,验收,未填海,正常,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1112,1112,799,2013-05-01,验收,填海,正常,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1626,1626,1160,2013-05-01,开工,填海,正常,上报报警,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1883,1883,1371,2016-06-01,开工,未填海,正常,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1628,1628,1160,2015-05-01,验收,填海,正常,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称610,610,435,2012-05-01,验收,填海,正常,上报报警,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1124,1124,806,2015-04-01,开工,填海,正常,上报报警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称105,105,72,2015-05-01,竣工,填海,正常,上报报警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1387,1387,992,2013-05-01,竣工,未填海,正常,上报报警,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1649,1649,1178,2011-06-01,验收,填海,正常,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1652,1652,1181,2016-06-01,竣工,填海,正常,上报报警,已监测,违法,有调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称886,886,639,2015-06-01,开工,未填海,正常,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1398,1398,998,2012-05-01,竣工,未填海,超面积,上报报警,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1147,1147,822,2012-06-01,开工,未填海,正常,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1405,1405,1004,2016-06-01,验收,填海,正常,上报报警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称638,638,456,2016-06-01,竣工,未填海,超面积,上报报警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称641,641,458,2012-05-01,竣工,未填海,超面积,上报报警,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称1409,1409,1007,2015-03-01,开工,填海,超面积,上报报警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
项目名称643,643,460,2016-05-01,竣工,填海,正常,上报报警,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.6970896124839783
